customer_id,total_value,successful_actions,failed_actions,support_tickets,refunds_or_cancellations,avg_frequency,feature_diversity,value_score,effort_score,net_contribution,segment
44704,1353.11,12,2,1,1,5.84,6,29.42,26.0,3.42,Growth Potential
44705,1345.86,10,7,2,1,1.95,6,28.84,56.0,-27.16,Drainer
44706,1439.48,13,3,1,1,3.48,3,31.47,30.0,1.47,Growth Potential
44707,1200.73,7,1,0,0,2.87,2,25.11,4.0,21.11,Growth Potential
44708,2377.98,17,4,1,0,5.06,1,52.32,26.0,26.32,Champion
44709,1162.8,12,4,1,3,4.02,3,25.36,50.0,-24.64,Drainer
44710,1778.18,12,4,2,0,3.08,7,38.48,36.0,2.48,Growth Potential
44711,1212.82,11,3,0,1,6.16,11,26.22,20.0,6.22,Growth Potential
44712,1449.66,15,1,0,1,6.35,1,32.12,12.0,20.12,Growth Potential
44713,1785.08,16,5,1,0,0.48,11,39.48,30.0,9.48,Growth Potential
44714,1900.19,14,4,0,0,14.59,9,41.5,16.0,25.5,Growth Potential
44715,1403.5,18,2,2,2,4.8,10,31.77,44.0,-12.23,Growth Potential
44716,604.31,6,4,4,1,3.99,3,12.19,64.0,-51.81,Drainer
44717,2034.68,16,9,2,0,1.79,1,44.79,56.0,-11.21,Drainer
44718,2021.0,15,3,1,0,1.41,8,44.29,22.0,22.29,Growth Potential
44719,1317.93,10,3,2,1,3.62,10,28.24,40.0,-11.76,Growth Potential
44720,1313.5,12,4,1,1,3.12,4,28.58,34.0,-5.42,Growth Potential
44721,1309.01,11,2,1,0,3.74,3,28.27,18.0,10.27,Growth Potential
44722,1288.15,14,0,1,1,2.03,5,28.46,18.0,10.46,Growth Potential
44723,1502.3,11,3,0,1,1.01,1,32.39,20.0,12.39,Growth Potential
44724,1104.27,9,3,1,0,5.62,11,23.48,22.0,1.48,Growth Potential
44725,1006.65,8,2,0,0,5.44,5,21.19,8.0,13.19,Growth Potential
44726,1407.59,13,4,2,2,1.33,9,30.79,52.0,-21.21,Drainer
44727,1111.15,11,6,1,0,1.72,7,24.05,34.0,-9.95,Growth Potential
44728,1673.53,16,5,1,0,2.41,5,37.1,30.0,7.1,Growth Potential
44729,1176.55,12,4,0,1,1.36,4,25.66,24.0,1.66,Growth Potential
44730,2989.81,18,2,1,1,1.14,7,65.57,26.0,39.57,Champion
44731,1408.24,12,3,1,2,5.03,3,30.59,38.0,-7.41,Growth Potential
44732,1767.42,13,3,0,0,5.36,6,38.46,12.0,26.46,Growth Potential
44733,543.75,8,2,1,1,5.28,2,11.32,26.0,-14.68,Growth Potential
44734,1156.43,10,0,2,1,2.1,10,24.8,28.0,-3.2,Growth Potential
44735,1334.4,13,3,1,1,2.17,8,29.23,30.0,-0.77,Growth Potential
44736,1219.98,9,4,1,1,8.6,2,25.94,34.0,-8.06,Growth Potential
44737,1406.17,9,2,1,1,4.59,8,29.91,26.0,3.91,Growth Potential
44738,890.61,8,0,1,0,5.38,10,18.71,10.0,8.71,Growth Potential
44739,800.96,11,2,1,0,2.5,8,17.44,18.0,-0.56,Growth Potential
44740,2489.99,18,3,2,1,2.95,11,54.92,40.0,14.92,Champion
44741,2041.85,12,2,1,0,3.37,2,44.1,18.0,26.1,Growth Potential
44742,2620.6,14,4,0,2,1.39,1,56.85,32.0,24.85,Champion
44743,2223.73,22,4,0,1,11.82,2,50.1,24.0,26.1,Champion
44744,816.05,6,4,1,0,3.58,5,16.7,26.0,-9.3,Growth Potential
44745,1554.01,13,4,0,1,1.78,5,33.91,24.0,9.91,Growth Potential
44746,1042.2,11,2,2,1,1.48,3,22.58,36.0,-13.42,Growth Potential
44747,1186.95,10,3,1,1,1.08,11,25.45,30.0,-4.55,Growth Potential
44748,1151.41,12,3,1,0,5.79,4,25.12,22.0,3.12,Growth Potential
44749,1469.95,12,1,1,0,6.35,2,31.91,14.0,17.91,Growth Potential
44750,1380.78,11,4,1,0,2.76,9,29.8,26.0,3.8,Growth Potential
44751,1816.06,13,2,0,0,5.75,8,39.5,8.0,31.5,Growth Potential
44752,788.83,7,2,1,1,2.76,9,16.33,26.0,-9.67,Growth Potential
44753,1739.65,14,2,2,1,7.03,11,38.08,36.0,2.08,Growth Potential
44754,1441.01,12,0,4,1,4.73,1,31.29,48.0,-16.71,Growth Potential
44755,2027.92,13,8,1,2,0.67,2,44.01,58.0,-13.99,Drainer
44756,1089.23,9,3,0,2,2.25,1,23.16,28.0,-4.84,Growth Potential
44757,1025.36,9,2,1,0,0.57,9,21.8,18.0,3.8,Growth Potential
44758,1669.13,16,3,0,0,6.93,4,37.01,12.0,25.01,Growth Potential
44759,1524.64,18,2,0,0,2.84,1,34.35,8.0,26.35,Growth Potential
44760,1758.15,15,3,1,1,0.68,1,38.69,30.0,8.69,Growth Potential
44761,2754.8,18,0,0,0,3.81,3,60.56,0.0,60.56,Champion
44762,1211.51,8,4,1,2,2.32,11,25.55,42.0,-16.45,Growth Potential
44763,2488.47,16,1,0,0,4.53,11,54.46,4.0,50.46,Champion
44764,2380.36,16,2,0,0,3.09,8,52.16,8.0,44.16,Champion
44765,1300.4,14,2,1,1,7.49,9,28.72,26.0,2.72,Growth Potential
44766,1835.29,13,3,4,1,7.99,8,39.91,60.0,-20.09,Drainer
44767,928.71,10,4,2,1,1.42,10,19.95,44.0,-24.05,Growth Potential
44768,1456.81,9,3,1,1,2.57,3,30.99,30.0,0.99,Growth Potential
44769,942.01,9,2,0,0,3.99,1,20.02,8.0,12.02,Growth Potential
44770,1866.35,17,3,0,1,2.91,1,41.42,20.0,21.42,Growth Potential
44771,1843.68,14,4,0,1,4.03,10,40.3,24.0,16.3,Growth Potential
44772,1027.51,14,5,0,1,3.43,6,22.91,28.0,-5.09,Growth Potential
44773,1147.87,8,3,2,1,4.28,8,24.19,40.0,-15.81,Growth Potential
44774,837.38,9,3,0,1,8.51,7,17.79,20.0,-2.21,Growth Potential
44775,991.34,11,5,0,1,8.43,7,21.5,28.0,-6.5,Growth Potential
44776,1384.96,10,2,0,1,1.63,1,29.67,16.0,13.67,Growth Potential
44777,1236.33,10,2,0,0,7.63,3,26.51,8.0,18.51,Growth Potential
44778,1531.33,15,6,1,1,1.7,1,33.86,42.0,-8.14,Growth Potential
44779,1180.23,8,4,1,0,2.47,9,24.88,26.0,-1.12,Growth Potential
44780,931.9,13,1,0,1,11.65,2,20.66,12.0,8.66,Growth Potential
44781,2695.46,19,6,3,0,7.53,6,59.51,54.0,5.51,High Value - High Effort
44782,1720.8,14,2,0,0,1.02,11,37.68,8.0,29.68,Growth Potential
44783,1467.25,14,4,2,0,5.23,10,32.28,36.0,-3.72,Growth Potential
44784,1423.01,11,3,4,1,3.7,10,30.7,60.0,-29.3,Drainer
44785,3348.78,17,3,0,0,0.92,2,73.01,12.0,61.01,Champion
44786,2132.05,15,3,1,1,8.17,2,46.66,30.0,16.66,Growth Potential
44787,1020.59,8,4,2,0,5.66,1,21.48,36.0,-14.52,Growth Potential
44788,2117.81,14,4,0,0,3.84,8,46.14,16.0,30.14,Growth Potential
44789,1767.0,14,3,0,1,0.93,7,38.66,20.0,18.66,Growth Potential
44790,1477.9,15,4,1,1,4.02,8,32.72,34.0,-1.28,Growth Potential
44791,1743.6,13,3,3,2,5.61,6,37.95,58.0,-20.05,Drainer
44792,1461.35,9,7,3,1,5.45,11,31.09,66.0,-34.91,Drainer
44793,250.52,6,1,0,0,8.1,7,4.65,4.0,0.65,Growth Potential
44794,1641.18,13,2,0,1,2.28,4,35.77,16.0,19.77,Growth Potential
44795,1499.11,11,1,1,1,5.98,5,32.32,22.0,10.32,Growth Potential
44796,1702.26,14,2,0,0,3.02,1,37.29,8.0,29.29,Growth Potential
44797,720.8,9,6,0,1,1.72,2,15.31,32.0,-16.69,Growth Potential
44798,1711.73,18,3,1,0,2.26,9,38.34,22.0,16.34,Growth Potential
44799,1605.27,11,7,1,1,2.35,7,34.58,46.0,-11.42,Growth Potential
44800,2834.06,15,6,0,2,0.75,4,61.61,40.0,21.61,Champion
44801,853.48,13,3,1,1,1.26,9,18.99,30.0,-11.01,Growth Potential
44802,1339.23,12,3,0,0,3.16,11,29.12,12.0,17.12,Growth Potential
44803,756.4,8,2,0,2,1.23,2,15.85,24.0,-8.15,Growth Potential
44804,919.35,12,2,0,1,4.76,9,20.18,16.0,4.18,Growth Potential
44805,1189.73,12,4,1,1,2.6,11,25.94,34.0,-8.06,Growth Potential
44806,890.18,10,4,1,0,4.29,5,19.13,26.0,-6.87,Growth Potential
44807,1573.68,16,2,4,1,1.98,9,34.97,56.0,-21.03,Drainer
44808,672.43,10,3,1,1,1.22,11,14.49,30.0,-15.51,Growth Potential
44809,114.37,8,1,4,0,2.5,6,2.17,44.0,-41.83,Growth Potential
44810,1806.83,13,3,0,2,4.7,2,39.3,28.0,11.3,Growth Potential
44811,828.22,8,2,0,1,5.2,7,17.38,16.0,1.38,Growth Potential
44812,1197.28,12,2,0,1,8.03,7,26.1,16.0,10.1,Growth Potential
44813,1326.05,12,2,0,0,5.09,4,28.84,8.0,20.84,Growth Potential
44814,1514.95,10,4,0,1,1.89,11,32.44,24.0,8.44,Growth Potential
44815,1139.53,11,4,1,0,2.01,11,24.66,26.0,-1.34,Growth Potential
44816,1107.38,12,0,2,0,2.88,3,24.18,20.0,4.18,Growth Potential
44817,2414.33,14,2,0,1,4.8,5,52.46,16.0,36.46,Champion
44818,2180.71,17,2,2,0,3.43,6,48.12,28.0,20.12,Growth Potential
44819,2734.74,19,4,4,0,5.33,10,60.35,56.0,4.35,High Value - High Effort
44820,622.06,7,4,0,0,4.92,9,12.78,16.0,-3.22,Growth Potential
44821,1452.98,14,0,0,1,2.59,11,31.97,8.0,23.97,Growth Potential
44822,867.0,8,5,0,0,5.74,7,18.21,20.0,-1.79,Growth Potential
44823,1741.77,13,3,1,0,6.35,2,37.91,22.0,15.91,Growth Potential
44824,1653.54,13,2,1,0,2.47,4,36.03,18.0,18.03,Growth Potential
44825,1854.88,11,2,1,2,2.06,7,39.9,34.0,5.9,Growth Potential
44826,2123.47,15,5,0,0,0.96,2,46.47,20.0,26.47,Growth Potential
44827,1381.64,12,5,2,0,3.13,2,30.03,40.0,-9.97,Growth Potential
44828,1565.36,11,4,0,1,5.91,2,33.73,24.0,9.73,Growth Potential
44829,2760.82,14,3,1,0,7.39,11,59.84,22.0,37.84,Champion
44830,798.62,7,5,2,0,1.59,8,16.54,40.0,-23.46,Growth Potential
44831,649.41,11,1,0,2,7.72,11,14.21,20.0,-5.79,Growth Potential
44832,1032.85,10,5,1,0,1.79,1,22.17,30.0,-7.83,Growth Potential
44833,962.37,12,3,0,1,10.49,6,21.09,20.0,1.09,Growth Potential
44834,414.27,4,3,0,1,6.31,10,7.71,20.0,-12.29,Growth Potential
44835,1341.95,13,3,0,1,3.51,8,29.39,20.0,9.39,Growth Potential
44836,876.75,10,6,0,1,2.2,5,18.84,32.0,-13.16,Growth Potential
44837,943.64,6,3,1,0,2.35,2,19.42,22.0,-2.58,Growth Potential
44838,769.55,9,1,1,0,1.14,5,16.35,14.0,2.35,Growth Potential
44839,1395.03,17,1,2,1,2.51,3,31.38,32.0,-0.62,Growth Potential
44840,1954.46,14,4,0,1,0.76,10,42.66,24.0,18.66,Growth Potential
44841,1417.78,12,1,1,1,3.29,1,30.8,22.0,8.8,Growth Potential
44842,1898.97,15,5,0,0,3.45,9,41.69,20.0,21.69,Growth Potential
44843,377.76,6,3,0,0,2.07,4,7.36,12.0,-4.64,Growth Potential
44844,1317.33,10,4,0,0,3.88,4,28.23,16.0,12.23,Growth Potential
44845,1485.59,10,3,1,0,6.57,4,31.82,22.0,9.82,Growth Potential
44846,1361.72,11,2,0,1,2.8,8,29.39,16.0,13.39,Growth Potential
44847,950.38,12,2,0,0,0.96,7,20.84,8.0,12.84,Growth Potential
44848,1320.62,11,2,0,1,3.01,3,28.51,16.0,12.51,Growth Potential
44849,1063.07,12,4,0,1,3.8,10,23.24,24.0,-0.76,Growth Potential
44850,1950.49,13,3,1,0,4.68,4,42.36,22.0,20.36,Growth Potential
44851,778.24,7,5,1,0,4.98,3,16.11,30.0,-13.89,Growth Potential
44852,860.92,15,5,1,1,3.57,3,19.57,38.0,-18.43,Growth Potential
44853,896.39,13,6,4,0,1.12,2,19.9,64.0,-44.1,Drainer
44854,1473.21,13,7,0,0,1.61,4,32.19,28.0,4.19,Growth Potential
44855,971.0,6,0,1,1,2.87,6,20.0,18.0,2.0,Growth Potential
44856,2121.28,18,3,0,0,2.26,6,47.07,12.0,35.07,Growth Potential
44857,1243.92,13,5,1,1,2.98,8,27.31,38.0,-10.69,Growth Potential
44858,1023.84,10,3,0,2,1.03,6,21.98,28.0,-6.02,Growth Potential
44859,1264.13,14,3,1,1,1.01,3,27.95,30.0,-2.05,Growth Potential
44860,1814.84,14,3,1,0,6.23,7,39.68,22.0,17.68,Growth Potential
44861,1199.97,9,3,0,2,5.42,9,25.52,28.0,-2.48,Growth Potential
44862,1459.52,11,2,0,2,1.02,5,31.47,24.0,7.47,Growth Potential
44863,1176.59,8,4,2,0,1.29,9,24.81,36.0,-11.19,Growth Potential
44864,960.27,13,2,1,0,2.0,6,21.26,18.0,3.26,Growth Potential
44865,918.34,7,4,1,0,1.66,4,19.09,26.0,-6.91,Growth Potential
44866,1569.93,12,1,1,0,5.07,8,34.04,14.0,20.04,Growth Potential
44867,1324.56,7,2,0,0,3.18,2,27.75,8.0,19.75,Growth Potential
44868,994.09,9,4,1,1,4.65,4,21.13,34.0,-12.87,Growth Potential
44869,714.67,8,3,2,0,4.8,10,14.96,32.0,-17.04,Growth Potential
44870,1120.54,13,4,1,0,3.24,7,24.68,26.0,-1.32,Growth Potential
44871,2999.92,21,4,1,0,4.74,11,66.43,26.0,40.43,Champion
44872,1894.51,11,1,1,2,2.32,6,40.74,30.0,10.74,Growth Potential
44873,467.09,6,2,1,0,7.49,4,9.26,18.0,-8.74,Growth Potential
44874,1857.36,13,2,1,1,3.93,6,40.38,26.0,14.38,Growth Potential
44875,2149.23,12,3,3,1,4.34,7,46.38,50.0,-3.62,Drainer
44876,1403.38,10,2,0,0,9.33,8,30.06,8.0,22.06,Growth Potential
44877,1059.38,8,5,1,0,1.97,1,22.31,30.0,-7.69,Growth Potential
44878,1792.36,15,1,3,0,11.1,1,39.42,34.0,5.42,Growth Potential
44879,1934.85,12,3,0,0,4.33,2,41.82,12.0,29.82,Growth Potential
44880,2661.0,15,3,0,0,3.95,10,57.93,12.0,45.93,Champion
44881,1138.02,8,0,0,0,3.53,9,23.98,0.0,23.98,Growth Potential
44882,696.21,6,3,0,0,4.58,1,14.14,12.0,2.14,Growth Potential
44883,2846.37,26,2,1,0,0.22,6,64.22,18.0,46.22,Champion
44884,950.01,8,7,1,0,2.21,6,19.98,38.0,-18.02,Growth Potential
44885,1978.46,11,3,0,0,0.54,6,42.53,12.0,30.53,Growth Potential
44886,850.85,12,1,1,1,3.24,8,18.72,22.0,-3.28,Growth Potential
44887,1254.41,9,3,3,2,5.15,11,26.68,58.0,-31.32,Drainer
44888,1260.83,14,2,1,1,6.38,1,27.88,26.0,1.88,Growth Potential
44889,1898.65,14,7,0,0,3.49,3,41.47,28.0,13.47,Growth Potential
44890,1753.21,16,8,1,1,1.32,6,38.8,50.0,-11.2,Drainer
44891,1057.81,14,2,1,3,3.16,8,23.55,42.0,-18.45,Growth Potential
44892,2061.96,13,2,1,2,3.47,5,44.74,34.0,10.74,Growth Potential
44893,1440.4,15,3,2,0,0.82,11,31.92,32.0,-0.08,Growth Potential
44894,1109.61,9,3,0,0,1.92,6,23.59,12.0,11.59,Growth Potential
44895,1192.99,12,3,3,1,5.44,9,26.01,50.0,-23.99,Drainer
44896,1133.76,10,1,1,0,1.05,7,24.32,14.0,10.32,Growth Potential
44897,2516.81,20,2,0,1,0.36,6,55.92,16.0,39.92,Champion
44898,955.03,13,2,0,1,2.93,8,21.15,16.0,5.15,Growth Potential
44899,1992.99,17,1,3,0,2.87,9,44.12,34.0,10.12,Growth Potential
44900,1551.09,11,2,1,0,4.31,2,33.43,18.0,15.43,Growth Potential
44901,1176.96,10,3,0,0,0.25,6,25.24,12.0,13.24,Growth Potential
44902,1367.84,14,2,1,2,1.73,1,30.16,34.0,-3.84,Growth Potential
44903,1679.93,14,3,1,0,1.19,1,36.81,22.0,14.81,Growth Potential
44904,1098.62,14,4,0,2,3.23,6,24.42,32.0,-7.58,Growth Potential
44905,968.87,8,4,0,1,1.21,4,20.38,24.0,-3.62,Growth Potential
44906,664.06,6,4,2,0,2.58,7,13.46,36.0,-22.54,Growth Potential
44907,1896.66,14,2,0,0,9.18,10,41.43,8.0,33.43,Growth Potential
44908,2166.67,17,4,1,0,6.3,4,47.82,26.0,21.82,Growth Potential
44909,1944.2,18,3,1,1,0.75,6,43.29,30.0,13.29,Growth Potential
44910,2148.11,15,4,3,0,7.04,5,47.0,46.0,1.0,Growth Potential
44911,1125.59,10,4,2,1,7.68,4,24.15,44.0,-19.85,Growth Potential
44912,1860.95,17,7,0,1,2.56,4,41.31,36.0,5.31,Growth Potential
44913,1242.44,10,1,1,2,2.36,4,26.64,30.0,-3.36,Growth Potential
44914,1585.34,10,2,1,0,8.02,1,33.94,18.0,15.94,Growth Potential
44915,1239.7,12,5,0,1,2.44,8,27.0,28.0,-1.0,Growth Potential
44916,1884.06,13,3,1,2,3.35,3,40.95,38.0,2.95,Growth Potential
44917,737.57,6,3,0,2,2.03,9,15.03,28.0,-12.97,Growth Potential
44918,2478.91,17,2,1,0,0.36,11,54.47,18.0,36.47,Champion
44919,2151.6,13,5,3,1,4.99,5,46.65,58.0,-11.35,Drainer
44920,1883.43,13,3,2,1,4.45,7,40.93,40.0,0.93,Growth Potential
44921,1920.01,12,1,1,2,5.53,2,41.5,30.0,11.5,Growth Potential
44922,558.65,5,2,2,1,1.13,5,11.0,36.0,-25.0,Growth Potential
44923,466.76,7,3,2,0,5.98,8,9.47,32.0,-22.53,Growth Potential
44924,885.0,10,2,0,1,6.22,6,19.02,16.0,3.02,Growth Potential
44925,2130.72,13,0,3,0,3.77,11,46.2,30.0,16.2,Growth Potential
44926,1600.21,17,3,1,1,4.9,6,35.75,30.0,5.75,Growth Potential
44927,1718.71,16,3,0,0,8.92,11,38.06,12.0,26.06,Growth Potential
44928,606.48,9,5,0,1,3.12,11,12.87,28.0,-15.13,Growth Potential
44929,1590.02,13,3,1,1,4.5,1,34.68,30.0,4.68,Growth Potential
44930,1192.86,10,4,2,1,4.68,7,25.58,44.0,-18.42,Growth Potential
44931,1463.09,12,2,1,0,5.06,4,31.76,18.0,13.76,Growth Potential
44932,1265.99,10,4,1,0,3.97,10,27.14,26.0,1.14,Growth Potential
44933,2048.35,21,4,0,1,5.06,9,46.15,24.0,22.15,Growth Potential
44934,1916.82,16,2,0,0,3.27,8,42.28,8.0,34.28,Growth Potential
44935,1157.12,12,1,0,1,0.81,3,25.24,12.0,13.24,Growth Potential
44936,1585.62,14,3,0,1,0.59,6,34.8,20.0,14.8,Growth Potential
44937,2506.64,17,3,2,0,1.84,4,55.06,32.0,23.06,Champion
44938,1375.15,11,3,1,1,6.04,5,29.68,30.0,-0.32,Growth Potential
44939,1077.86,9,3,1,0,4.21,8,22.92,22.0,0.92,Growth Potential
44940,1827.06,11,6,2,0,4.68,11,39.31,44.0,-4.69,Growth Potential
44941,1929.04,15,5,0,0,1.96,2,42.33,20.0,22.33,Growth Potential
44942,1746.63,18,3,2,1,4.58,6,39.08,40.0,-0.92,Growth Potential
44943,1796.25,11,3,2,1,2.81,10,38.65,40.0,-1.35,Growth Potential
44944,1017.9,9,1,0,0,7.29,2,21.64,4.0,17.64,Growth Potential
44945,2032.38,15,5,1,1,2.13,2,44.53,38.0,6.53,Growth Potential
44946,1535.64,11,3,3,1,4.63,6,33.1,50.0,-16.9,Drainer
44947,980.64,13,4,0,0,3.7,9,21.7,16.0,5.7,Growth Potential
44948,1314.06,11,2,1,0,3.66,11,28.37,18.0,10.37,Growth Potential
44949,763.94,5,4,0,0,0.43,3,15.37,16.0,-0.63,Growth Potential
44950,1858.16,11,4,1,0,1.7,9,39.97,26.0,13.97,Growth Potential
44951,3136.07,21,3,1,0,2.88,2,69.33,22.0,47.33,Champion
44952,731.55,12,3,2,1,0.89,4,16.18,40.0,-23.82,Growth Potential
44953,2681.12,18,1,0,0,6.17,5,58.99,4.0,54.99,Champion
44954,2144.38,16,4,1,1,5.61,1,47.13,34.0,13.13,Growth Potential
44955,1824.88,13,4,2,0,1.78,5,39.69,36.0,3.69,Growth Potential
44956,3284.58,22,1,0,1,2.56,9,72.71,12.0,60.71,Champion
44957,532.9,8,5,2,1,2.18,9,11.09,48.0,-36.91,Growth Potential
44958,2017.84,14,3,1,0,7.14,10,44.01,22.0,22.01,Growth Potential
44959,538.24,5,5,0,1,3.71,8,10.57,28.0,-17.43,Growth Potential
44960,1004.21,11,5,1,1,0.51,2,21.77,38.0,-16.23,Growth Potential
44961,815.33,8,5,2,1,7.9,9,17.11,48.0,-30.89,Growth Potential
44962,2018.67,12,2,0,0,3.42,7,43.6,8.0,35.6,Growth Potential
44963,1453.45,12,4,2,0,1.95,8,31.56,36.0,-4.44,Growth Potential
44964,1629.66,17,2,0,0,2.3,4,36.38,8.0,28.38,Growth Potential
44965,220.98,2,5,0,0,16.48,6,3.17,20.0,-16.83,Growth Potential
44966,1452.46,11,1,0,0,9.53,8,31.32,4.0,27.32,Growth Potential
44967,1772.68,14,5,1,0,3.15,8,38.79,30.0,8.79,Growth Potential
44968,1012.82,14,2,2,0,3.06,10,22.6,28.0,-5.4,Growth Potential
44969,1132.63,10,8,1,0,0.28,8,24.3,42.0,-17.7,Growth Potential
44970,2512.87,20,5,3,0,3.26,9,55.84,50.0,5.84,High Value - High Effort
44971,1081.45,14,2,1,0,0.68,8,24.06,18.0,6.06,Growth Potential
44972,937.1,7,1,0,0,5.53,4,19.49,4.0,15.49,Growth Potential
44973,961.2,11,7,1,0,0.4,11,20.86,38.0,-17.14,Growth Potential
44974,1598.6,17,2,1,2,3.86,8,35.72,34.0,1.72,Growth Potential
44975,1501.91,10,1,0,2,2.74,10,32.16,20.0,12.16,Growth Potential
44976,1426.95,11,1,0,0,4.01,2,30.78,4.0,26.78,Growth Potential
44977,1465.32,9,2,2,0,3.76,11,31.17,28.0,3.17,Growth Potential
44978,1722.62,17,2,1,0,0.92,11,38.36,18.0,20.36,Growth Potential
44979,890.62,12,0,1,1,2.48,7,19.57,18.0,1.57,Growth Potential
44980,1534.92,13,3,0,0,1.42,2,33.51,12.0,21.51,Growth Potential
44981,1816.97,18,2,3,2,4.87,6,40.58,54.0,-13.42,Drainer
44982,1255.96,17,1,0,1,3.64,10,28.42,12.0,16.42,Growth Potential
44983,810.9,9,3,0,0,2.96,2,17.23,12.0,5.23,Growth Potential
44984,1091.6,7,3,1,0,4.22,10,22.78,22.0,0.78,Growth Potential
44985,1401.4,17,3,2,1,1.37,7,31.51,40.0,-8.49,Growth Potential
44986,1019.93,11,3,2,1,6.72,1,22.11,40.0,-17.89,Growth Potential
44987,1635.56,12,3,2,0,0.51,1,35.44,32.0,3.44,Growth Potential
44988,1244.3,11,2,1,0,3.61,10,26.89,18.0,8.89,Growth Potential
44989,1540.13,11,2,1,1,9.56,5,33.19,26.0,7.19,Growth Potential
44990,1628.64,17,2,1,0,4.39,3,36.36,18.0,18.36,Growth Potential
44991,1500.9,12,5,2,1,2.46,3,32.57,48.0,-15.43,Growth Potential
44992,822.44,8,1,1,0,7.92,5,17.26,14.0,3.26,Growth Potential
44993,1366.03,10,5,0,2,3.78,9,29.27,36.0,-6.73,Growth Potential
44994,2876.72,19,6,2,1,3.04,5,63.38,52.0,11.38,High Value - High Effort
44995,1796.96,12,1,0,0,3.83,1,38.88,4.0,34.88,Growth Potential
44996,2599.72,19,3,2,2,6.71,5,57.47,48.0,9.47,Champion
44997,2390.4,14,2,1,0,3.64,5,51.95,18.0,33.95,Champion
44998,542.1,9,3,1,0,4.81,7,11.5,22.0,-10.5,Growth Potential
44999,649.16,8,3,1,0,3.01,3,13.57,22.0,-8.43,Growth Potential
45000,1560.84,9,2,1,0,1.2,7,33.21,18.0,15.21,Growth Potential
45001,727.28,6,2,2,0,2.77,9,14.81,28.0,-13.19,Growth Potential
45002,1492.5,13,0,3,0,5.2,6,32.6,30.0,2.6,Growth Potential
45003,2370.47,17,1,3,0,4.24,8,52.16,34.0,18.16,Champion
45004,1336.0,10,1,0,0,6.19,8,28.63,4.0,24.63,Growth Potential
45005,2545.15,17,4,1,0,6.47,9,55.88,26.0,29.88,Champion
45006,1023.34,10,2,0,2,3.31,1,21.97,24.0,-2.03,Growth Potential
45007,1627.92,10,2,1,0,14.23,5,34.85,18.0,16.85,Growth Potential
45008,976.86,12,2,1,0,3.54,8,21.4,18.0,3.4,Growth Potential
45009,601.84,4,2,1,1,2.23,4,11.71,26.0,-14.29,Growth Potential
45010,1611.72,14,3,1,1,1.18,4,35.36,30.0,5.36,Growth Potential
45011,2025.36,12,0,2,0,1.59,3,43.74,20.0,23.74,Growth Potential
45012,1553.1,16,5,2,1,8.87,8,34.53,48.0,-13.47,Growth Potential
45013,1584.52,14,2,0,1,3.06,5,34.78,16.0,18.78,Growth Potential
45014,887.43,9,3,2,0,1.02,11,18.86,32.0,-13.14,Growth Potential
45015,1605.52,13,4,0,1,3.0,4,35.01,24.0,11.01,Growth Potential
45016,738.43,15,1,3,2,3.21,10,16.96,50.0,-33.04,Drainer
45017,1450.85,12,9,1,1,3.04,1,31.5,54.0,-22.5,Drainer
45018,1346.61,11,2,2,0,5.41,6,29.07,28.0,1.07,Growth Potential
45019,1871.12,13,2,1,1,2.64,2,40.67,26.0,14.67,Growth Potential
45020,1382.68,11,1,0,0,1.31,4,29.84,4.0,25.84,Growth Potential
45021,809.85,10,1,1,2,0.78,10,17.42,30.0,-12.58,Growth Potential
45022,2547.81,13,5,1,0,3.56,11,55.09,30.0,25.09,Champion
45023,1529.32,11,2,0,0,3.2,6,32.96,8.0,24.96,Growth Potential
45024,1036.23,7,4,1,0,6.62,6,21.6,26.0,-4.4,Growth Potential
45025,1374.13,15,2,1,1,1.59,9,30.51,26.0,4.51,Growth Potential
45026,1510.6,13,4,2,0,1.51,2,32.99,36.0,-3.01,Growth Potential
45027,1940.04,12,3,2,2,1.44,11,41.93,48.0,-6.07,Growth Potential
45028,823.33,10,3,1,1,3.37,2,17.71,30.0,-12.29,Growth Potential
45029,1291.84,12,2,1,1,1.52,11,28.11,26.0,2.11,Growth Potential
45030,2005.35,13,4,3,1,1.42,9,43.53,54.0,-10.47,Drainer
45031,2357.77,14,1,2,1,4.66,9,51.25,32.0,19.25,Champion
45032,1147.16,13,2,1,0,11.38,4,25.24,18.0,7.24,Growth Potential
45033,1547.0,11,3,0,0,0.09,7,33.34,12.0,21.34,Growth Potential
45034,851.65,7,3,0,2,7.54,7,17.67,28.0,-10.33,Growth Potential
45035,1000.26,7,2,2,0,4.19,2,20.84,28.0,-7.16,Growth Potential
45036,1342.15,11,3,1,2,2.15,5,28.97,38.0,-9.03,Growth Potential
45037,1876.0,14,3,3,1,3.19,8,40.99,50.0,-9.01,Drainer
45038,2143.19,17,0,0,0,8.76,1,47.32,0.0,47.32,Growth Potential
45039,1084.23,6,0,3,2,2.75,7,22.41,46.0,-23.59,Growth Potential
45040,1516.43,16,2,1,1,8.21,10,33.75,26.0,7.75,Growth Potential
45041,1634.75,16,2,1,1,2.15,10,36.27,26.0,10.27,Growth Potential
45042,1900.36,13,5,0,0,0.59,3,41.29,20.0,21.29,Growth Potential
45043,791.65,14,4,1,0,2.82,2,17.88,26.0,-8.12,Growth Potential
45044,1820.43,19,3,1,1,1.89,3,40.87,30.0,10.87,Growth Potential
